Text,Date_with_affect,Date,Price,Open,High,Low,Change
"Wow, the ratings are in and Arnold Schwarzenegger got ""swamped"" (or destroyed) by comparison to the ratings machine, DJT. So much for being a movie star-and that was season 1 compared to season 14. Now compare him to my season 1. But who cares, he supported Kasich and Hillary",2017-01-06,2017-01-06,102.22,101.4,102.29,101.37,0.69
"The dishonest media does not report that any money spent on building the Great Wall (for sake of speed), will be paid back by Mexico later!",2017-01-06,2017-01-06,102.22,101.4,102.29,101.37,0.69
Hillary and the Dems were never going to beat the PASSION of my voters. They saw what was happening in the last two weeks before the and knew they were in big trouble - which is why they cancelled their big fireworks at the last minute.THEY SAW A MOVEMENT LIKE NEVER BEFORE,2017-01-06,2017-01-06,102.22,101.4,102.29,101.37,0.69
The Democratic National Committee would not allow the FBI to study or see its computer info after it was supposedly hacked by Russia So how and why are they so sure about hacking if they never even requested an examination of the computer servers? What is going on?,2017-01-06,2017-01-06,102.22,101.4,102.29,101.37,0.69
"How did NBC get ""an exclusive look into the top secret report he (Obama) was presented?"" Who gave them this report and why? Politics!",2017-01-06,2017-01-06,102.22,101.4,102.29,101.37,0.69
"Hopefully, all supporters, and those who want to MAKE AMERICA GREAT AGAIN, will go to D.C. on January 20th. It will be a GREAT SHOW!",2017-01-06,2017-01-06,102.22,101.4,102.29,101.37,0.69
Only reason the hacking of the poorly defended DNC is discussed is that the loss by the Dems was so big that they are totally embarrassed!,2017-01-07,2017-01-09,101.93,102.25,102.52,101.8,-0.28
"Having a good relationship with Russia is a good thing, not a bad thing. Only ""stupid"" people, or fools, would think that it is bad! We have enough problems around the world without yet another one. When I am President, Russia will respect us far more than they do now and both countries will, perhaps, work together to solve some of the many great and pressing problems and issues of the WORLD!",2017-01-07,2017-01-09,101.93,102.25,102.52,101.8,-0.28
Gross negligence by the Democratic National Committee allowed hacking to take place.The Republican National Committee had strong defense!,2017-01-07,2017-01-09,101.93,102.25,102.52,101.8,-0.28
Intelligence stated very strongly there was absolutely no evidence that hacking affected the election results. Voting machines not touched!,2017-01-07,2017-01-09,101.93,102.25,102.52,101.8,-0.28
Congratulation to Jane Timken on her major upset victory in becoming the Ohio Republican Party Chair. Jane is a loyal Trump supporter and star,2017-01-08,2017-01-09,101.93,102.25,102.52,101.8,-0.28
"I look very much forward to meeting Prime Minister Theresa May in Washington in the Spring. Britain, a longtime U.S. ally, is very special!",2017-01-08,2017-01-09,101.93,102.25,102.52,101.8,-0.28
"""@FoxNews: ""We certainly don't want intelligence interfering with politics and we don't want politics interfe... ",2017-01-08,2017-01-09,101.93,102.25,102.52,101.8,-0.28
"Before I, or anyone, saw the classified and/or highly confidential hacking intelligence report, it was leaked out to @NBCNews. So serious!",2017-01-08,2017-01-09,101.93,102.25,102.52,101.8,-0.28
Dishonest media says Mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly. Media is fake!,2017-01-09,2017-01-09,101.93,102.25,102.52,101.8,-0.28
Rupert Murdoch is a great guy who likes me much better as a very successful candidate than he ever did as a very successful developer!,2017-01-09,2017-01-09,101.93,102.25,102.52,101.8,-0.28
"Meryl Streep, one of the most over-rated actresses in Hollywood, doesn't know me but attacked last night at the Golden Globes. She is a Hillary flunky who lost big. For the 100th time, I never ""mocked"" a disabled reporter (would never do that) but simply showed him ""groveling"" when he totally changed a 16 year old story that he had written in order to make me look bad. Just more very dishonest media!",2017-01-09,2017-01-09,101.93,102.25,102.52,101.8,-0.28
"It's finally happening - Fiat Chrysler just announced plans to invest $1BILLION in Michigan and Ohio plants, adding 2000 jobs. This after Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford and Fiat C!",2017-01-09,2017-01-09,101.93,102.25,102.52,101.8,-0.28
Thank you to all of the men and women who protect and serve our communities 24/7/365! #LawEnforcementAppreciationDay ,2017-01-10,2017-01-10,102.01,101.85,102.1,101.51,0.08
'U.S. Small-Business Optimism Index Surges by Most Since 1980',2017-01-10,2017-01-10,102.01,101.85,102.1,101.51,0.08
'Small business optimism soars after Trump election' ,2017-01-10,2017-01-10,102.01,101.85,102.1,101.51,0.08
"I win an election easily, a great ""movement"" is verified, and crooked opponents try to belittle our victory with FAKE NEWS. A sorry state!",2017-01-11,2017-01-11,101.78,102.07,102.95,101.28,-0.23
"Intelligence agencies should never have allowed this fake news to ""leak"" into the public. One last shot at me.Are we living in Nazi Germany?",2017-01-11,2017-01-11,101.78,102.07,102.95,101.28,-0.23
"Russia just said the unverified report paid for by political opponents is ""A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE."" Very unfair!",2017-01-11,2017-01-11,101.78,102.07,102.95,101.28,-0.23
'Trump Helps Lift Small Business Confidence to 12-Yr. High' ,2017-01-11,2017-01-11,101.78,102.07,102.95,101.28,-0.23
"Russia has never tried to use leverage over me. I HAVE NOTHING TO DO WITH RUSSIA - NO DEALS, NO LOANS, NO NOTHING!",2017-01-11,2017-01-11,101.78,102.07,102.95,101.28,-0.23
We had a great News Conference at Trump Tower today. A couple of FAKE NEWS organizations were there but the people truly get what's going on,2017-01-12,2017-01-12,101.35,101.67,101.8,100.72,-0.42
"""@zhu_amy3: @realDonaldTrump It's Morning in America again!!! Thank you President-Elect Donald Trump!!! So proud of you!!!!"" THANKS!",2017-01-12,2017-01-12,101.35,101.67,101.8,100.72,-0.42
"James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!",2017-01-12,2017-01-12,101.35,101.67,101.8,100.72,-0.42
Thank you to Linda Bean of L.L.Bean for your great support and courage. People will support you even more now. Buy L.L.Bean. @LBPerfectMaine,2017-01-12,2017-01-12,101.35,101.67,101.8,100.72,-0.42
.@CNN is in a total meltdown with their FAKE NEWS because their ratings are tanking since election and their credibility will soon be gone!,2017-01-12,2017-01-12,101.35,101.67,101.8,100.72,-0.42
Congrats to the Senate for taking the first step to #RepealObamacare- now it's onto the House!,2017-01-12,2017-01-12,101.35,101.67,101.8,100.72,-0.42
"A beautiful funeral today for a real NYC hero, Detective Steven McDonald. Our law enforcement community has my complete and total support.",2017-01-13,2017-01-13,101.18,101.51,101.67,101.01,-0.17
"The ""Unaffordable"" Care Act will soon be history!",2017-01-13,2017-01-13,101.18,101.51,101.67,101.01,-0.17
"All of my Cabinet nominee are looking good and doing a great job. I want them to be themselves and express their own thoughts, not mine!",2017-01-13,2017-01-13,101.18,101.51,101.67,101.01,-0.17
"It now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued Totally made up facts by sleazebag political operatives, both Democrats and Republicans - FAKE NEWS! Russia says nothing exists. Probably released by ""Intelligence"" even knowing there is no proof, and never will be. My people will have a full report on hacking within 90 days!",2017-01-13,2017-01-13,101.18,101.51,101.67,101.01,-0.17
What are Hillary Clinton's people complaining about with respect to the F.B.I. Based on the information they had she should never have been allowed to run - guilty as hell. They were VERY nice to her. She lost because she campaigned in the wrong states - no enthusiasm!,2017-01-13,2017-01-13,101.18,101.51,101.67,101.01,-0.17
"Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!",2017-01-14,2017-01-16,101.18,101.66,101.73,101.32,0.0
"INTELLIGENCE INSIDERS NOW CLAIM THE TRUMP DOSSIER IS ""A COMPLETE FRAUD!"" @OANN",2017-01-14,2017-01-16,101.18,101.66,101.73,101.32,0.0
"Thank you to Bob Woodward who said, ""That is a garbage document...it never should have been presented...Trump's right to be upset (angry) about that...Those Intelligence chiefs made a mistake here, and when people make mistakes, they should APOLOGIZE."" Media should also apologize",2017-01-15,2017-01-16,101.18,101.66,101.73,101.32,0.0
"will only get higher. Car companies and others, if they want to do business in our country, have to start making things here again. WIN!",2017-01-15,2017-01-16,101.18,101.66,101.73,101.32,0.0
"For many years our country has been divided, angry and untrusting. Many say it will never change, the hatred is too deep. IT WILL CHANGE!!!!",2017-01-15,2017-01-16,101.18,101.66,101.73,101.32,0.0
"Inauguration Day is turning out to be even bigger than expected. January 20th, Washington D.C. Have fun!",2017-01-15,2017-01-16,101.18,101.66,101.73,101.32,0.0
"The Democrats are most angry that so many Obama Democrats voted for me. With all of the jobs I am bringing back to our Nation, that number..",2017-01-15,2017-01-16,101.18,101.66,101.73,101.32,0.0
Congressman John Lewis should finally focus on the burning and crime infested inner-cities of the U.S. I can use all the help I can get!,2017-01-15,2017-01-16,101.18,101.66,101.73,101.32,0.0
".@NBCNews is bad but Saturday Night Live is the worst of NBC. Not funny, cast is terrible, always a complete hit job. Really bad television!",2017-01-16,2017-01-16,101.18,101.66,101.73,101.32,0.0
".@FoxNews ""Outgoing CIA Chief, John Brennan, blasts Pres-Elect Trump on Russia threat. Does not fully understand."" Oh really, couldn't do much worse - just look at Syria (red line), Crimea, Ukraine and the build-up of Russian nukes. Not good! Was this the leaker of Fake News?",2017-01-16,2017-01-16,101.18,101.66,101.73,101.32,0.0
Celebrate Martin Luther King Day and all of the many wonderful things that he stood for. Honor him for being the great man that he was!,2017-01-16,2017-01-16,101.18,101.66,101.73,101.32,0.0
"""@levisteveholt: @realDonaldTrump I appreciate your use of Twitter to keep us informed and maintain transparency."" Very dishonest media!",2017-01-17,2017-01-17,100.33,101.54,101.62,100.26,-0.84
"At 9:00 P.M. @CNN, of all places, is doing a Special Report on my daughter, Ivanka. Considering it is CNN, can't imagine it will be great!",2017-01-17,2017-01-17,100.33,101.54,101.62,100.26,-0.84
"""@drgoodspine: @realDonaldTrump @Ivanka Trump is great, a woman with real character and class.""",2017-01-17,2017-01-17,100.33,101.54,101.62,100.26,-0.84
"People are pouring into Washington in record numbers. Bikers for Trump are on their way. It will be a great Thursday, Friday and Saturday!",2017-01-17,2017-01-17,100.33,101.54,101.62,100.26,-0.84
"The same people who did the phony election polls, and were so wrong, are now doing approval rating polls. They are rigged just like before.",2017-01-17,2017-01-17,100.33,101.54,101.62,100.26,-0.84
"With all of the jobs I am bringing back into the U.S. (even before taking office), with all of the new auto plants coming back into our country and with the massive cost reductions I have negotiated on military purchases and more, I believe the people are seeing ""big stuff.""",2017-01-17,2017-01-17,100.33,101.54,101.62,100.26,-0.84
"John Lewis said about my inauguration, ""It will be the first one that I've missed."" WRONG (or lie)! He boycotted Bush 43 also because he ""thought it would be hypocritical to attend Bush's swearing-in....he doesn't believe Bush is the true elected president."" Sound familiar! WP",2017-01-17,2017-01-17,100.33,101.54,101.62,100.26,-0.84
Thank you to General Motors and Walmart for starting the big jobs push back into the U.S.!,2017-01-17,2017-01-17,100.33,101.54,101.62,100.26,-0.84
No wonder the Today Show on biased @NBC is doing so badly compared to its glorious past. Little credibility!,2017-01-18,2017-01-18,100.93,100.43,101.34,100.32,0.6
.@TheAlabamaBand was great last night in D.C. playing for 147 Diplomats and Ambassadors from countries around the world. Thanks Alabama!,2017-01-18,2017-01-18,100.93,100.43,101.34,100.32,0.6
"Writing my inaugural address at the Winter White House, Mar-a-Lago, three weeks ago. Looking forward to Friday. #Inauguration ",2017-01-18,2017-01-18,100.93,100.43,101.34,100.32,0.6
"Getting ready to leave for Washington, D.C. The journey begins and I will be working and fighting very hard to make it a great journey for..",2017-01-19,2017-01-19,101.15,101.35,101.73,100.97,0.22
Thank you to our amazing Wounded Warriors for their service. It was an honor to be with them tonight in D.C. #Heroes ,2017-01-19,2017-01-19,101.15,101.35,101.73,100.97,0.22
"""It wasn't Donald Trump that divided this country, this country has been divided for a long time!"" Stated today by Reverend Franklin Graham.",2017-01-19,2017-01-19,101.15,101.35,101.73,100.97,0.22
"Looking forward to a speedy recovery for George and Barbara Bush, both hospitalized. Thank you for your wonderful letter!",2017-01-19,2017-01-19,101.15,101.35,101.73,100.97,0.22
It all begins today! I will see you at 11:00 A.M. for the swearing-in. THE MOVEMENT CONTINUES - THE WORK BEGINS!,2017-01-20,2017-01-20,100.74,101.17,101.5,100.7,-0.41
"Today we are not merely transferring power from one Administration to another, or from one party to another - but we are transferring power from Washington, D.C. and giving it back to you, the American People. #InaugurationDay",2017-01-20,2017-01-20,100.74,101.17,101.5,100.7,-0.41
"What truly matters is not which party controls our government, but whether our government is controlled by the people.",2017-01-20,2017-01-20,100.74,101.17,101.5,100.7,-0.41
"January 20th 2017, will be remembered as the day the people became the rulers of this nation again.",2017-01-20,2017-01-20,100.74,101.17,101.5,100.7,-0.41
"The forgotten men and women of our country will be forgotten no longer. From this moment on, it's going to be #AmericaFirst",2017-01-20,2017-01-20,100.74,101.17,101.5,100.7,-0.41
We will bring back our jobs. We will bring back our borders. We will bring back our wealth - and we will bring back our dreams!,2017-01-20,2017-01-20,100.74,101.17,101.5,100.7,-0.41
We will follow two simple rules: BUY AMERICAN and HIRE AMERICAN!#InaugurationDay #MAGA,2017-01-20,2017-01-20,100.74,101.17,101.5,100.7,-0.41
"So to all Americans, in every city near and far, small and large, from mountain to mountain..",2017-01-20,2017-01-20,100.74,101.17,101.5,100.7,-0.41
A fantastic day and evening in Washington D.C.Thank you to @FoxNews and so many other news outlets for the GREAT reviews of the speech!,2017-01-21,2017-01-23,100.16,100.74,100.74,99.9,-0.58
"Peaceful protests are a hallmark of our democracy. Even if I don't always agree, I recognize the rights of people to express their views.",2017-01-22,2017-01-23,100.16,100.74,100.74,99.9,-0.58
"Had a great meeting at CIA Headquarters yesterday, packed house, paid great respect to Wall, long standing ovations, amazing people. WIN!",2017-01-22,2017-01-23,100.16,100.74,100.74,99.9,-0.58
Watched protests yesterday but was under the impression that we just had an election! Why didn't these people vote? Celebs hurt cause badly.,2017-01-22,2017-01-23,100.16,100.74,100.74,99.9,-0.58
"Wow, television ratings just out: 31 million people watched the Inauguration, 11 million more than the very good ratings from 4 years ago!",2017-01-22,2017-01-23,100.16,100.74,100.74,99.9,-0.58
Busy week planned with a heavy focus on jobs and national security. Top executives coming in at 9:00 A.M. to talk manufacturing in America.,2017-01-23,2017-01-23,100.16,100.74,100.74,99.9,-0.58
A photo delivered yesterday that will be displayed in the upper/lower press hall. Thank you Abbas! ,2017-01-24,2017-01-24,100.35,100.08,100.43,99.92,0.19
"Great meeting with automobile industry leaders at the @WhiteHouse this morning. Together, we will #MAGA! ",2017-01-24,2017-01-24,100.35,100.08,100.43,99.92,0.19
Signing orders to move forward with the construction of the Keystone XL and Dakota Access pipelines in the Oval Office. ,2017-01-24,2017-01-24,100.35,100.08,100.43,99.92,0.19
Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here for cars sold here!,2017-01-24,2017-01-24,100.35,100.08,100.43,99.92,0.19
Great meeting with Ford CEO Mark Fields and General Motors CEO Mary Barra at the @WhiteHouse today. ,2017-01-25,2017-01-25,100.03,100.31,100.41,99.83,-0.32
Congratulations to @FoxNews for being number one in inauguration ratings. They were many times higher than FAKE NEWS @CNN - public is smart!,2017-01-25,2017-01-25,100.03,100.31,100.41,99.83,-0.32
"If Chicago doesn't fix the horrible ""carnage"" going on, 228 shootings in 2017 with 42 killings (up 24% from 2016), I will send in the Feds!",2017-01-25,2017-01-25,100.03,100.31,100.41,99.83,-0.32
"Big day planned on NATIONAL SECURITY tomorrow. Among many other things, we will build the wall!",2017-01-25,2017-01-25,100.03,100.31,100.41,99.83,-0.32
"I will be asking for a major investigation into VOTER FRAUD, including those registered to vote in two states, those who are illegal and even, those registered to vote who are dead (and many for a long time). Depending on results, we will strengthen up voting procedures!",2017-01-25,2017-01-25,100.03,100.31,100.41,99.83,-0.32
I will be making my Supreme Court pick on Thursday of next week.Thank you!,2017-01-25,2017-01-25,100.03,100.31,100.41,99.83,-0.32
"Spoke at the Congressional @GOP Retreat in Philadelphia, PA. this afternoon w/ @VP, @SenateMajLdr, @SpeakerRyan. Thank you for your support! ",2017-01-26,2017-01-26,100.38,99.91,100.73,99.79,0.35
"The U.S. has a 60 billion dollar trade deficit with Mexico. It has been a one-sided deal from the beginning of NAFTA with massive numbers of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall, then it would be better to cancel the upcoming meeting.",2017-01-26,2017-01-26,100.38,99.91,100.73,99.79,0.35
"Ungrateful TRAITOR Chelsea Manning, who should never have been released from prison, is now calling President Obama a weak leader. Terrible!",2017-01-26,2017-01-26,100.38,99.91,100.73,99.79,0.35
"Beginning today, the United States of America gets back control of its borders. Full speech from today @DHSgov: ",2017-01-26,2017-01-26,100.38,99.91,100.73,99.79,0.35
"""@romoabcnews: .@DavidMuir first @POTUS interview since taking office. Tonight on @ABCWorldNews @ABC2020 tonight. ",2017-01-26,2017-01-26,100.38,99.91,100.73,99.79,0.35
"As your President, I have no higher duty than to protect the lives of the American people. ",2017-01-26,2017-01-26,100.38,99.91,100.73,99.79,0.35
Interview with David Muir of @ABC News in 10 minutes. Enjoy!,2017-01-26,2017-01-26,100.38,99.91,100.73,99.79,0.35
Statement on International Holocaust Remembrance Day: ,2017-01-27,2017-01-27,100.53,100.49,100.82,100.32,0.15
.@VP Mike Pence will be speaking at today's #MarchForLife -- You have our full support! ,2017-01-27,2017-01-27,100.53,100.49,100.82,100.32,0.15
Miami-Dade Mayor drops sanctuary policy. Right decision. Strong! ,2017-01-27,2017-01-27,100.53,100.49,100.82,100.32,0.15
"Mexico has taken advantage of the U.S. for long enough. Massive trade deficits and little help on the very weak border must change, NOW!",2017-01-27,2017-01-27,100.53,100.49,100.82,100.32,0.15
"Look forward to seeing final results of VoteStand. Gregg Phillips and crew say at least 3,000,000 votes were illegal. We must do better!",2017-01-27,2017-01-27,100.53,100.49,100.82,100.32,0.15
The #MarchForLife is so important. To all of you marching --- you have my full support!,2017-01-27,2017-01-27,100.53,100.49,100.82,100.32,0.15
I promise that our administration will ALWAYS have your back. We will ALWAYS be with you! ,2017-01-28,2017-01-30,100.43,100.32,101.02,100.17,-0.1
"The failing @nytimes has been wrong about me from the very beginning. Said I would lose the primaries, then the general election. FAKE NEWS!",2017-01-28,2017-01-30,100.43,100.32,101.02,100.17,-0.1
"Thr coverage about me in the @nytimes and the @washingtonpost gas been so false and angry that the times actually apologized to its dwindling subscribers and readers.They got me wrong right from the beginning and still have not changed course, and never will. DISHONEST",2017-01-28,2017-01-30,100.43,100.32,101.02,100.17,-0.1
"Today, we remember the crew of the Space Shuttle Challenger, 31 years later. #NeverForget ",2017-01-28,2017-01-30,100.43,100.32,101.02,100.17,-0.1
Somebody with aptitude and conviction should buy the FAKE NEWS and failing @nytimes and either run it correctly or let it fold with dignity!,2017-01-29,2017-01-30,100.43,100.32,101.02,100.17,-0.1
"Our country needs strong borders and extreme vetting, NOW. Look what is happening all over Europe and, indeed, the world - a horrible mess!",2017-01-29,2017-01-30,100.43,100.32,101.02,100.17,-0.1
Christians in the Middle-East have been executed in large numbers. We cannot allow this horror to continue!,2017-01-29,2017-01-30,100.43,100.32,101.02,100.17,-0.1
"The joint statement of former presidential candidates John McCain and Lindsey Graham is wrong - they are sadly weak on immigration. The two Senators should focus their energies on ISIS, illegal immigration and border security instead of always looking to start World War III.",2017-01-29,2017-01-30,100.43,100.32,101.02,100.17,-0.1
"The American dream is back. We're going to create an environment for small business like we haven't had in many, many decades! ",2017-01-30,2017-01-30,100.43,100.32,101.02,100.17,-0.1
I have made my decision on who I will nominate for The United States Supreme Court. It will be announced live on Tuesday at 8:00 P.M. (W.H.),2017-01-30,2017-01-30,100.43,100.32,101.02,100.17,-0.1
Where was all the outrage from Democrats and the opposition party (the media) when our jobs were fleeing our country?,2017-01-30,2017-01-30,100.43,100.32,101.02,100.17,-0.1
There is nothing nice about searching for terrorists before they can enter our country. This was a big part of my campaign. Study the world!,2017-01-30,2017-01-30,100.43,100.32,101.02,100.17,-0.1
"Only 109 people out of 325,000 were detained and held for questioning. Big problems at airports were caused by Delta computer outage, protesters and the tears of Senator Schumer. Secretary Kelly said that all is going well with very few problems. MAKE AMERICA SAFE AGAIN!",2017-01-30,2017-01-30,100.43,100.32,101.02,100.17,-0.1
Statement Regarding Recent Executive Order Concerning Extreme Vetting: ,2017-01-30,2017-01-30,100.43,100.32,101.02,100.17,-0.1
"If the ban were announced with a one week notice, the ""bad"" would rush into our country during that week. A lot of bad ""dudes"" out there!",2017-01-30,2017-01-30,100.43,100.32,101.02,100.17,-0.1
The Democrats are delaying my cabinet picks for purely political reasons. They have nothing going but to obstruct. Now have an Obama A.G.,2017-01-31,2017-01-31,99.51,100.33,100.51,99.43,-0.92
Nancy Pelosi and Fake Tears Chuck Schumer held a rally at the steps of The Supreme Court and mic did not work (a mess)-just like Dem party!,2017-01-31,2017-01-31,99.51,100.33,100.51,99.43,-0.92
When will the Democrats give us our Attorney General and rest of Cabinet! They should be ashamed of themselves! No wonder D.C. doesn't work!,2017-01-31,2017-01-31,99.51,100.33,100.51,99.43,-0.92
Getting ready to deliver a VERY IMPORTANT DECISION! 8:00 P.M.,2017-02-01,2017-02-01,99.64,99.56,100.04,99.5,0.13
"Hope you like my nomination of Judge Neil Gorsuch for the United States Supreme Court. He is a good and brilliant man, respected by all.",2017-02-01,2017-02-01,99.64,99.56,100.04,99.5,0.13
"Everybody is arguing whether or not it is a BAN. Call it what you want, it is about keeping bad people (with bad intentions) out of country!",2017-02-01,2017-02-01,99.64,99.56,100.04,99.5,0.13
Iran was on its last legs and ready to collapse until the U.S. came along and gave it a life-line in the form of the Iran Deal: $150 billion,2017-02-02,2017-02-02,99.79,99.76,99.87,99.23,0.15
Iran has been formally PUT ON NOTICE for firing a ballistic missile.Should have been thankful for the terrible deal the U.S. made with them!,2017-02-02,2017-02-02,99.79,99.76,99.87,99.23,0.15
Attending Chief Ryan Owens' Dignified Transfer yesterday with my daughter Ivanka was my great honor. To a great and brave man - thank you!,2017-02-02,2017-02-02,99.79,99.76,99.87,99.23,0.15
"Thank you, @Samsung! We would love to have you! ",2017-02-02,2017-02-02,99.79,99.76,99.87,99.23,0.15
If U.C. Berkeley does not allow free speech and practices violence on innocent people with a different point of view - NO FEDERAL FUNDS?,2017-02-02,2017-02-02,99.79,99.76,99.87,99.23,0.15
Do you believe it? The Obama Administration agreed to take thousands of illegal immigrants from Australia. Why? I will study this dumb deal!,2017-02-02,2017-02-02,99.79,99.76,99.87,99.23,0.15
Iran is rapidly taking over more and more of Iraq even after the U.S. has squandered three trillion dollars there. Obvious long ago!,2017-02-02,2017-02-02,99.79,99.76,99.87,99.23,0.15
Congratulations to Rex Tillerson on being sworn in as our new Secretary of State. He will be a star!,2017-02-02,2017-02-02,99.79,99.76,99.87,99.23,0.15
"Yes, Arnold Schwarzenegger did a really bad job as Governor of California and even worse on the Apprentice...but at least he tried hard!",2017-02-03,2017-02-03,99.87,99.79,100.26,99.56,0.08
"Iran is playing with fire - they don't appreciate how ""kind"" President Obama was to them. Not me!",2017-02-03,2017-02-03,99.87,99.79,100.26,99.56,0.08
Thank you to Prime Minister of Australia for telling the truth about our very civil conversation that FAKE NEWS media lied about. Very nice!,2017-02-03,2017-02-03,99.87,99.79,100.26,99.56,0.08
"Meeting with biggest business leaders this morning. Good jobs are coming back to U.S., health care and tax bills are being crafted NOW!",2017-02-03,2017-02-03,99.87,99.79,100.26,99.56,0.08
"Professional anarchists, thugs and paid protesters are proving the point of the millions of people who voted to MAKE AMERICA GREAT AGAIN!",2017-02-03,2017-02-03,99.87,99.79,100.26,99.56,0.08
A new radical Islamic terrorist has just attacked in Louvre Museum in Paris. Tourists were locked down. France on edge again. GET SMART U.S.,2017-02-03,2017-02-03,99.87,99.79,100.26,99.56,0.08
"Because the ban was lifted by a judge, many very bad and dangerous people may be pouring into our country. A terrible decision",2017-02-04,2017-02-06,99.91,99.65,100.25,99.63,0.04
"What is our country coming to when a judge can halt a Homeland Security travel ban and anyone, even with bad intentions, can come into U.S.?",2017-02-04,2017-02-06,99.91,99.65,100.25,99.63,0.04
"After being forced to apologize for its bad and inaccurate coverage of me after winning the election, the FAKE NEWS @nytimes is still lost!",2017-02-04,2017-02-06,99.91,99.65,100.25,99.63,0.04
"We must keep ""evil"" out of our country!",2017-02-04,2017-02-06,99.91,99.65,100.25,99.63,0.04
Interesting that certain Middle-Eastern countries agree with the ban. They know if certain people are allowed in it's death and destruction!,2017-02-04,2017-02-06,99.91,99.65,100.25,99.63,0.04
"When a country is no longer able to say who can, and who cannot , come in and out, especially for reasons of safety and.security - big trouble!",2017-02-04,2017-02-06,99.91,99.65,100.25,99.63,0.04
Countries charge U.S. companies taxes or tariffs while the U.S. charges them nothing or little.We should charge them SAME as they charge us!,2017-02-04,2017-02-06,99.91,99.65,100.25,99.63,0.04
"The opinion of this so-called judge, which essentially takes law-enforcement away from our country, is ridiculous and will be overturned!",2017-02-04,2017-02-06,99.91,99.65,100.25,99.63,0.04
Just cannot believe a judge would put our country in such peril. If something happens blame him and court system. People pouring in. Bad!,2017-02-05,2017-02-06,99.91,99.65,100.25,99.63,0.04
I have instructed Homeland Security to check people coming into our country VERY CAREFULLY. The courts are making the job very difficult!,2017-02-05,2017-02-06,99.91,99.65,100.25,99.63,0.04
Interview with @oreillyfactor on Fox Network - 4:00 P.M. (prior to Super Bowl). Enjoy!,2017-02-05,2017-02-06,99.91,99.65,100.25,99.63,0.04
"Why aren't the lawyers looking at and using the Federal Court decision in Boston, which is at conflict with ridiculous lift ban decision?",2017-02-05,2017-02-06,99.91,99.65,100.25,99.63,0.04
The judge opens up our country to potential terrorists and others that do not have our best interests at heart. Bad people are very happy!,2017-02-05,2017-02-06,99.91,99.65,100.25,99.63,0.04
Enjoy the #SuperBowl and then we continue: MAKE AMERICA GREAT AGAIN!,2017-02-06,2017-02-06,99.91,99.65,100.25,99.63,0.04
"What an amazing comeback and win by the Patriots. Tom Brady, Bob Kraft and Coach B are total winners. Wow!",2017-02-06,2017-02-06,99.91,99.65,100.25,99.63,0.04
"Any negative polls are fake news, just like the CNN, ABC, NBC polls in the election. Sorry, people want border security and extreme vetting.",2017-02-06,2017-02-06,99.91,99.65,100.25,99.63,0.04
"I call my own shots, largely based on an accumulation of data, and everyone knows it. Some FAKE NEWS media, in order to marginalize, lies!",2017-02-06,2017-02-06,99.91,99.65,100.25,99.63,0.04
"The failing @nytimes writes total fiction concerning me. They have gotten it wrong for two years, and now are making up stories and sources!",2017-02-06,2017-02-06,99.91,99.65,100.25,99.63,0.04
An extended interview from the Super Bowl with @oreillyfactor airs tonight at 8:00 P.M. Enjoy! ,2017-02-07,2017-02-07,100.26,99.93,100.72,99.91,0.35
The failing @nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse!,2017-02-07,2017-02-07,100.26,99.93,100.72,99.91,0.35
"The threat from radical Islamic terrorism is very real, just look at what is happening in Europe and the Middle-East. Courts must act fast!",2017-02-07,2017-02-07,100.26,99.93,100.72,99.91,0.35
"I don't know Putin, have no deals in Russia, and the haters are going crazy - yet Obama can make a deal with Iran, #1 in terror, no problem!",2017-02-07,2017-02-07,100.26,99.93,100.72,99.91,0.35
An honor having the National Sheriffs' Assoc. join me at the @WhiteHouse. Incredible men and women who protect and serve 24/7/365. THANK YOU!! ,2017-02-07,2017-02-07,100.26,99.93,100.72,99.91,0.35
'Immigration Ban Is One Of Trump's Most Popular Orders So Far' ,2017-02-08,2017-02-08,100.28,100.44,100.64,100.06,0.02
"Thank you Brian Krzanich, CEO of @Intel. A great investment ($7 BILLION) in American INNOVATION and JOBS! #AmericaFirst ",2017-02-08,2017-02-08,100.28,100.44,100.64,100.06,0.02
"'Majority in Leading EU Nations Support Trump-Style Travel Ban' Poll of more than 10,000 people in 10 countries..",2017-02-08,2017-02-08,100.28,100.44,100.64,100.06,0.02
My daughter Ivanka has been treated so unfairly by @Nordstrom. She is a great person -- always pushing me to do the right thing! Terrible!,2017-02-08,2017-02-08,100.28,100.44,100.64,100.06,0.02
