Text,Date_with_affect,Date,Price,Open,High,Low,Change
"We must remember this truth: No matter our color, creed, religion or political party, we are ALL AMERICANS FIRST. ",2017-08-12,2017-08-14,93.41,93.07,93.5,93.05,0.37
"Am in Bedminster for meetings and press conference on V.A. and all that we have done, and are doing, to make it better-but Charlottesville sad!",2017-08-12,2017-08-14,93.41,93.07,93.5,93.05,0.37
We ALL must be united and condemn all that hate stands for. There is no place for this kind of violence in America. Lets come together as one!,2017-08-12,2017-08-14,93.41,93.07,93.5,93.05,0.37
"Press Conference - Following National Security Briefing in Bedminster, New Jersey. ",2017-08-12,2017-08-14,93.41,93.07,93.5,93.05,0.37
What is vital now is a swift restoration of law and order and the protection of innocent lives.#Charlottesville ,2017-08-12,2017-08-14,93.41,93.07,93.5,93.05,0.37
Deepest condolences to the families and fellow officers of the VA State Police who died today. You're all among the best this nation produces.,2017-08-13,2017-08-14,93.41,93.07,93.5,93.05,0.37
"Condolences to the family of the young woman killed today, and best regards to all of those injured, in Charlottesville, Virginia. So sad!",2017-08-13,2017-08-14,93.41,93.07,93.5,93.05,0.37
"RT @SecretService: Our thoughts and prayers are with the families, friends and colleagues of #Virginia's @VSPPIO Lt Cullen and Tpr Bates #Charlot...",2017-08-13,2017-08-14,93.41,93.07,93.5,93.05,0.37
"Now that Ken Frazier of Merck Pharma has resigned from President's Manufacturing Council,he will have more time to LOWER RIPOFF DRUG PRICES!",2017-08-14,2017-08-14,93.41,93.07,93.5,93.05,0.37
The Obstructionist Democrats have given us (or not fixed) some of the worst trade deals in World History. I am changing that fast!,2017-08-14,2017-08-14,93.41,93.07,93.5,93.05,0.37
Heading to Washington this morning. Much work to do. Focus on trade and military. #MAGA,2017-08-14,2017-08-14,93.41,93.07,93.5,93.05,0.37
RT @axios: The DOJ is opening a civil rights investigation on the car attack in Charlottesville ,2017-08-14,2017-08-14,93.41,93.07,93.5,93.05,0.37
"Luther Strange of the Great State of Alabama has my endorsement. He is strong on Border and Wall, the military, tax cuts and law enforcement.",2017-08-14,2017-08-14,93.41,93.07,93.5,93.05,0.37
RT @FoxNews: .@AlanDersh: Trump Has 'More Credibility' Than Obama With North Korea ,2017-08-14,2017-08-14,93.41,93.07,93.5,93.05,0.37
"Feels good to be home after seven months, but the White House is very special, there is no place like it... and the U.S. is really my home!",2017-08-15,2017-08-15,93.85,93.46,94.14,93.44,0.47
.@Merck Pharma is a leader in higher and higher drug prices while at the same time taking jobs out of the U.S. Bring jobs back and LOWER PRICES!,2017-08-15,2017-08-15,93.85,93.46,94.14,93.44,0.47
"Big day in Washington, D.C., even though White House and Oval Office are being renovated. Great trade deals coming for American workers!",2017-08-15,2017-08-15,93.85,93.46,94.14,93.44,0.47
Leaving for New York City and meetings on military purchases and trade.,2017-08-15,2017-08-15,93.85,93.46,94.14,93.44,0.47
Made additional remarks on Charlottesville and realize once again that the #Fake News Media will never be satisfied...truly bad people!,2017-08-15,2017-08-15,93.85,93.46,94.14,93.44,0.47
"RT @FiIibuster: @realDonaldTrump We have a President that is putting the security and prosperity of America first. Thank you, President Trump",2017-08-15,2017-08-15,93.85,93.46,94.14,93.44,0.47
"RT @foxandfriends: Sec. Mattis: If North Korea fires missile at US, it's 'game on' ",2017-08-15,2017-08-15,93.85,93.46,94.14,93.44,0.47
"RT @JackPosobiec: Meanwhile: 39 shootings in Chicago this weekend, 9 deaths. No national media outrage. Why is that? ",2017-08-15,2017-08-15,93.85,93.46,94.14,93.44,0.47
"Senator Luther Strange, who is doing a great job for the people of Alabama, will be on @foxandfriends at 7:15. Tough on crime, borders etc.",2017-08-15,2017-08-15,93.85,93.46,94.14,93.44,0.47
"@foxandfriends According to report just out, President Obama knew about Russian interference 3 years ago but he didn't want to anger Russia!",2017-08-15,2017-08-15,93.85,93.46,94.14,93.44,0.47
"For every CEO that drops out of the Manufacturing Council, I have many to take their place. Grandstanders should not have gone on. JOBS!",2017-08-15,2017-08-15,93.85,93.46,94.14,93.44,0.47
"RT @JacobAWohl: @realDonaldTrump President Trump alone has succeeded in bringing the Stock Market, Small Business Index and Consumer Comfort",2017-08-16,2017-08-16,93.54,93.83,94.14,93.47,-0.33
"Rather than putting pressure on the businesspeople of the Manufacturing Council and Strategy and Policy Forum, I am ending both. Thank you all!",2017-08-16,2017-08-16,93.54,93.83,94.14,93.47,-0.33
"Today in Bedminster I signed the Harry W. Colmery Veterans Educational Assistance Act of 2017, joined by @DeptVetAffairs @SecShulkin. ",2017-08-16,2017-08-16,93.54,93.83,94.14,93.47,-0.33
"Memorial service today for beautiful and incredible Heather Heyer, a truly special young woman. She will be long remembered by all!",2017-08-16,2017-08-16,93.54,93.83,94.14,93.47,-0.33
"Amazon is doing great damage to tax paying retailers. Towns, cities and states throughout the U.S. are being hurt - many jobs being lost!",2017-08-16,2017-08-16,93.54,93.83,94.14,93.47,-0.33
Kim Jong Un of North Korea made a very wise and well reasoned decision. The alternative would have been both catastrophic and unacceptable!,2017-08-16,2017-08-16,93.54,93.83,94.14,93.47,-0.33
"RT @FoxNews: .@POTUS: ""Our infrastructure will again be the best in the world. We used to have the greatest infrastructure anywhere in the world",2017-08-16,2017-08-16,93.54,93.83,94.14,93.47,-0.33
Congratulation to Roy Moore and Luther Strange for being the final two and heading into a September runoff in Alabama. Exciting race!,2017-08-16,2017-08-16,93.54,93.83,94.14,93.47,-0.33
"Wow, Senator Luther Strange picked up a lot of additional support since my endorsement. Now in September runoff. Strong on Wall and Crime!",2017-08-16,2017-08-16,93.54,93.83,94.14,93.47,-0.33
"Join me at 7:00 P.M. on Tuesday, August 22nd in Phoenix, Arizona at the Phoenix Convention Center! Tickets at: ",2017-08-17,2017-08-17,93.62,93.44,94.08,93.31,0.09
THANK YOU @MayorGimenez for following the RULE OF LAW! Sanctuary cities make our country LESS SAFE! Full remarks: ,2017-08-17,2017-08-17,93.62,93.44,94.08,93.31,0.09
"Publicity seeking Lindsey Graham falsely stated that I said there is moral equivalency between the KKK, neo-Nazis and white supremacists and people like Ms. Heyer. Such a disgusting lie. He just can't forget his election trouncing.The people of South Carolina will remember!",2017-08-17,2017-08-17,93.62,93.44,94.08,93.31,0.09
"The public is learning (even more so) how dishonest the Fake News is. They totally misrepresent what I say about hate, bigotry etc. Shame!",2017-08-17,2017-08-17,93.62,93.44,94.08,93.31,0.09
"Great to see that Dr. Kelli Ward is running against Flake Jeff Flake, who is WEAK on borders, crime and a non-factor in Senate. He's toxic!",2017-08-17,2017-08-17,93.62,93.44,94.08,93.31,0.09
Many meetings today in Bedminster including with Secretary Linda M and Small Business. Job numbers are looking great!,2017-08-17,2017-08-17,93.62,93.44,94.08,93.31,0.09
"Sad to see the history and culture of our great country being ripped apart with the removal of our beautiful statues and monuments. You can't change history, but you can learn from it. Robert E Lee, Stonewall Jackson - who's next, Washington, Jefferson? So foolish! Also the beauty that is being taken out of our cities, towns and parks will be greatly missed and never able to be comparably replaced!",2017-08-17,2017-08-17,93.62,93.44,94.08,93.31,0.09
"The United States condemns the terror attack in Barcelona, Spain, and will do whatever is necessary to help. Be tough and strong, we love you!",2017-08-17,2017-08-17,93.62,93.44,94.08,93.31,0.09
Study what General Pershing of the United States did to terrorists when caught. There was no more Radical Islamic Terror for 35 years!,2017-08-17,2017-08-17,93.62,93.44,94.08,93.31,0.09
I have directed that U.S. Cyber Command be elevated to the status of a Unified Combatant Command focused on,2017-08-18,2017-08-18,93.43,93.68,93.76,93.33,-0.2
"Heading to Camp David for major meeting on National Security, the Border and the Military (which we are rapidly building to strongest ever).",2017-08-18,2017-08-18,93.43,93.68,93.76,93.33,-0.2
Radical Islamic Terrorism must be stopped by whatever means necessary! The courts must give us back our protective rights. Have to be tough!,2017-08-18,2017-08-18,93.43,93.68,93.76,93.33,-0.2
Homeland Security and law enforcement are on alert and closely watching for any sign of trouble. Our borders are far tougher than ever before!,2017-08-18,2017-08-18,93.43,93.68,93.76,93.33,-0.2
The Obstructionist Democrats make Security for our country very difficult. They use the courts and associated delay at all times. Must stop!,2017-08-18,2017-08-18,93.43,93.68,93.76,93.33,-0.2
"Just returned to Bedminster, NJ from Camp David. GREAT meeting on National Security, the Border and the Military! #MAGA ",2017-08-19,2017-08-21,93.09,93.45,93.58,93.0,-0.36
"Today, I signed the Global War on Terrorism War Memorial Act (#HR873.) The bill authorizes ",2017-08-19,2017-08-21,93.09,93.45,93.58,93.0,-0.36
I want to thank Steve Bannon for his service. He came to the campaign during my run against Crooked Hillary Clinton - it was great! Thanks S,2017-08-19,2017-08-21,93.09,93.45,93.58,93.0,-0.36
"Important day spent at Camp David with our very talented Generals and military leaders. Many decisions made, including on Afghanistan.",2017-08-19,2017-08-21,93.09,93.45,93.58,93.0,-0.36
Steve Bannon will be a tough and smart new voice at @BreitbartNews...maybe even better than ever before. Fake News needs the competition!,2017-08-19,2017-08-21,93.09,93.45,93.58,93.0,-0.36
"Our great country has been divided for decades. Sometimes you need protest in order to heal, and we will heal, and be stronger than ever before!",2017-08-19,2017-08-21,93.09,93.45,93.58,93.0,-0.36
I want to applaud the many protestors in Boston who are speaking out against bigotry and hate. Our country will soon come together as one!,2017-08-19,2017-08-21,93.09,93.45,93.58,93.0,-0.36
Heading back to Washington after working hard and watching some of the worst and most dishonest Fake News reporting I have ever seen!,2017-08-21,2017-08-21,93.09,93.45,93.58,93.0,-0.36
Thoughts and prayers are w/ our @USNavy sailors aboard the #USSJohnSMcCain where search and rescue efforts are underway. ,2017-08-21,2017-08-21,93.09,93.45,93.58,93.0,-0.36
Jerry Falwell of Liberty University was fantastic on @foxandfriends. The Fake News should listen to what he had to say. Thanks Jerry!,2017-08-21,2017-08-21,93.09,93.45,93.58,93.0,-0.36
RT @marcorubio: Good #AfghanStrategy and excellent speech by @POTUS laying it out to the nation.,2017-08-22,2017-08-22,93.55,93.14,93.58,93.06,0.49
"Thank you to the men and women of Fort Myer, and every member of the U.S. Military at home and abroad. #USA ",2017-08-22,2017-08-22,93.55,93.14,93.58,93.06,0.49
"We pray for our fallen heroes who died while serving our country in the @USNavy aboard the #USSJohnSMcCain, and their families. ",2017-08-22,2017-08-22,93.55,93.14,93.58,93.06,0.49
"Was with great people last night in Fort Myer, Virginia. The future of our country is strong!",2017-08-22,2017-08-22,93.55,93.14,93.58,93.06,0.49
"THANK YOU to all of the great men and women at the U.S. Customs and Border Protection facility in Yuma, Arizona and around the United States! ",2017-08-23,2017-08-23,93.15,93.51,93.63,93.13,-0.43
"Thank you Arizona. Beautiful turnout of 15,000 in Phoenix tonight! Full coverage of rally via my Facebook at: ",2017-08-23,2017-08-23,93.15,93.51,93.63,93.13,-0.43
"Not only does the media give a platform to hate groups, but the media turns a blind eye to the gang violence on our streets! ",2017-08-23,2017-08-23,93.15,93.51,93.63,93.13,-0.43
"Phoenix crowd last night was amazing - a packed house. I love the Great State of Arizona. Not a fan of Jeff Flake, weak on crime and border!",2017-08-23,2017-08-23,93.15,93.51,93.63,93.13,-0.43
Last night in Phoenix I read the things from my statements on Charlottesville that the Fake News Media didn't cover fairly. People got it!,2017-08-23,2017-08-23,93.15,93.51,93.63,93.13,-0.43
"If Republican Senate doesn't get rid of the Filibuster Rule and go to a simple majority, which the Dems would do, they are just wasting time!",2017-08-23,2017-08-23,93.15,93.51,93.63,93.13,-0.43
"As long as we have faith in each other and confidence in our values, then there is no challenge too great for us to conquer! #ALConv2017 ",2017-08-23,2017-08-23,93.15,93.51,93.63,93.13,-0.43
"We will push onward to victory w/hope in our hearts, courage in our souls and everlasting pride in each and every one of you. God Bless America. ",2017-08-23,2017-08-23,93.15,93.51,93.63,93.13,-0.43
"On Tuesday, I visited with the incredible men and women of @ICEgov and @DHSgov Border Patrol in Yuma, AZ. Thank you. We respect and cherish you! ",2017-08-24,2017-08-24,93.28,93.16,93.38,93.14,0.14
"The only problem I have with Mitch McConnell is that, after hearing Repeal and Replace for 7 years, he failed!That should NEVER have happened!",2017-08-24,2017-08-24,93.28,93.16,93.38,93.14,0.14
"James Clapper, who famously got caught lying to Congress, is now an authority on Donald Trump. Will he show you his beautiful letter to me?",2017-08-24,2017-08-24,93.28,93.16,93.38,93.14,0.14
"The Fake News is now complaining about my different types of back to back speeches. Well, there was Afghanistan (somber), the big Rally (enthusiastic, dynamic and fun) and the American Legion - V.A. (respectful and strong). Too bad the Dems have no one who can change tones!",2017-08-24,2017-08-24,93.28,93.16,93.38,93.14,0.14
I requested that Mitch M and Paul R tie the Debt Ceiling legislation into the popular V.A. Bill (which just passed) for easy approval. They didn't do it so now we have a big deal with Dems holding them up (as usual) on Debt Ceiling approval. Could have been so easy-now a mess!,2017-08-24,2017-08-24,93.28,93.16,93.38,93.14,0.14
"Donald E. Ballard, on behalf of the people of the United States, THANK YOU for your courageous service. YOU INSPIRE US ALL! #ALConv2017 ",2017-08-24,2017-08-24,93.28,93.16,93.38,93.14,0.14
A great honor to sign the Veterans Appeals Improvement and Modernization Act into law w/ @AmericanLegion @SecShulkin. ,2017-08-24,2017-08-24,93.28,93.16,93.38,93.14,0.14
"Just arrived at Camp David, where I am monitoring the path and doings of Hurricane Harvey (as it strengthens to a Class 3). 125 MPH winds!",2017-08-25,2017-08-25,92.74,93.27,93.44,92.42,-0.58
"Just arrived at Camp David where I am closely watching the path and doings of Hurricane Harvey, as it strengthens to a Category 3. BE SAFE!",2017-08-25,2017-08-25,92.74,93.27,93.44,92.42,-0.58
I encourage everyone in the path of #HurricaneHarvey to heed the advice and orders of their local and state officials. ,2017-08-25,2017-08-25,92.74,93.27,93.44,92.42,-0.58
"Received a #HurricaneHarvey briefing this morning from Acting @DHSgov Secretary Elaine Duke, @FEMA_Brock, @TomBossert45 and COS John Kelly. ",2017-08-25,2017-08-25,92.74,93.27,93.44,92.42,-0.58
I have spoken w/ @GovAbbott of Texas and @LouisianaGov Edwards. Closely monitoring #HurricaneHarvey developments and here to assist as needed.,2017-08-25,2017-08-25,92.74,93.27,93.44,92.42,-0.58
Strange statement by Bob Corker considering that he is constantly asking me whether or not he should run again in '18. Tennessee not happy!,2017-08-25,2017-08-25,92.74,93.27,93.44,92.42,-0.58
A GREAT HONOR to spend time with our BRAVE HEROES at the @USMC Air Station Yuma. THANK YOU for your service to the United States of America! ,2017-08-25,2017-08-25,92.74,93.27,93.44,92.42,-0.58
"Few, if any, Administrations have done more in just 7 months than the Trump A. Bills passed, regulations killed, border, military, ISIS, SC!",2017-08-25,2017-08-25,92.74,93.27,93.44,92.42,-0.58
General John Kelly is doing a fantastic job as Chief of Staff. There is tremendous spirit and talent in the W.H. Don't believe the Fake News,2017-08-25,2017-08-25,92.74,93.27,93.44,92.42,-0.58
"If Senate Republicans don't get rid of the Filibuster Rule and go to a 51% majority, few bills will be passed. 8 Dems control the Senate!",2017-08-25,2017-08-25,92.74,93.27,93.44,92.42,-0.58
RT @EricTrump: Honored to speak at the RNC Summer Meeting in Nashville Tennessee this evening! @GOP #MAGA @GOPChairwoman ,2017-08-25,2017-08-25,92.74,93.27,93.44,92.42,-0.58
RT @GregAbbott_TX: Spoke with Pres. Trump and heads of Homeland Security and FEMA. They're helping Texas respond to #HurricaneHarvey. ,2017-08-25,2017-08-25,92.74,93.27,93.44,92.42,-0.58
"Nick Adams, ""Retaking America"" ""Best things of this presidency aren't reported about. Convinced this will be perhaps best presidency ever.""",2017-08-25,2017-08-25,92.74,93.27,93.44,92.42,-0.58
"Closely monitoring #HurricaneHarvey from Camp David. We are leaving nothing to chance. City, State and Federal Govs. working great together!",2017-08-26,2017-08-28,92.21,92.32,92.55,92.17,-0.57
RT @GovAbbott: To ensure your safety ahead of #Harvey heed warnings from local officials and review important safety information. ,2017-08-26,2017-08-28,92.21,92.32,92.55,92.17,-0.57
".@ChuckGrassley - got your message loud and clear. We have fantastic people on the ground, got there long before #Harvey. So far, so good!",2017-08-26,2017-08-28,92.21,92.32,92.55,92.17,-0.57
Storm turned Hurricane is getting much bigger and more powerful than projected. Federal Government is on site and ready to respond. Be safe!,2017-08-26,2017-08-28,92.21,92.32,92.55,92.17,-0.57
"At the request of the Governor of Texas, I have signed the Disaster Proclamation, which unleashes the full force of government help!",2017-08-26,2017-08-28,92.21,92.32,92.55,92.17,-0.57
I am pleased to inform you that I have just granted a full Pardon to 85 year old American patriot Sheriff Joe Arpaio. He kept Arizona safe!,2017-08-26,2017-08-28,92.21,92.32,92.55,92.17,-0.57
Great coordination between agencies at all levels of government. Continuing rains and flash floods are being dealt with. Thousands rescued.,2017-08-27,2017-08-28,92.21,92.32,92.55,92.17,-0.57
Many people are now saying that this is the worst storm/hurricane they have ever seen. Good news is that we have great talent on the ground.,2017-08-27,2017-08-28,92.21,92.32,92.55,92.17,-0.57
I will be going to Texas as soon as that trip can be made without causing disruption. The focus must be life and safety.,2017-08-27,2017-08-28,92.21,92.32,92.55,92.17,-0.57
"I will also be going to a wonderful state, Missouri, that I won by a lot in '16. Dem C.M. is opposed to big tax cuts. Republican will win S!",2017-08-27,2017-08-28,92.21,92.32,92.55,92.17,-0.57
"Wow - Now experts are calling #Harvey a once in 500 year flood! We have an all out effort going, and going well!",2017-08-27,2017-08-28,92.21,92.32,92.55,92.17,-0.57
"With Mexico being one of the highest crime Nations in the world, we must have THE WALL. Mexico will pay for it through reimbursement/other.",2017-08-27,2017-08-28,92.21,92.32,92.55,92.17,-0.57
"We are in the NAFTA (worst trade deal ever made) renegotiation process with Mexico and Canada.Both being very difficult,may have to terminate?",2017-08-27,2017-08-28,92.21,92.32,92.55,92.17,-0.57
Going to a Cabinet Meeting (tele-conference) at 11:00 A.M. on #Harvey. Even experts have said they've never seen one like this!,2017-08-27,2017-08-28,92.21,92.32,92.55,92.17,-0.57
"HISTORIC rainfall in Houston, and all over Texas. Floods are unprecedented, and more rain coming. Spirit of the people is incredible.Thanks!",2017-08-28,2017-08-28,92.21,92.32,92.55,92.17,-0.57
.@foxandfriends We are not looking to fill all of those positions. Don't need many of them - reduce size of government. @IngrahamAngle,2017-08-29,2017-08-29,92.25,92.22,92.47,91.62,0.04
Will be leaving for Missouri soon for a speech on tax cuts and tax reform - so badly needed!,2017-08-30,2017-08-30,92.88,92.3,92.95,92.25,0.68
"Texas and Louisiana: We are w/ you today, we are w/ you tomorrow, and we will be w/ you EVERY SINGLE DAY AFTER, to restore, recover, and REBUILD! ",2017-08-30,2017-08-30,92.88,92.3,92.95,92.25,0.68
"After witnessing first hand the horror and devastation caused by Hurricane Harvey,my heart goes out even more so to the great people of Texas!",2017-08-30,2017-08-30,92.88,92.3,92.95,92.25,0.68
"The U.S. has been talking to North Korea, and paying them extortion money, for 25 years. Talking is not the answer!",2017-08-30,2017-08-30,92.88,92.3,92.95,92.25,0.68
"After reading the false reporting and even ferocious anger in some dying magazines, it makes me wonder, WHY? All I want to do is #MAGA!",2017-08-30,2017-08-30,92.88,92.3,92.95,92.25,0.68
First responders have been doing heroic work. Their courage and devotion has saved countless lives - they represent the very best of America! ,2017-08-31,2017-08-31,92.67,92.85,93.35,92.56,-0.23
RT @SecShulkin: Our Mobile Vet Center set up and ready to help #Veterans impacted by #HurricaneHarvey in Corpus Christi. ,2017-08-31,2017-08-31,92.67,92.85,93.35,92.56,-0.23
THANK YOU to all of the incredible HEROES in Texas. America is with you! #TexasStrong ,2017-08-31,2017-08-31,92.67,92.85,93.35,92.56,-0.23
"Wow, looks like James Comey exonerated Hillary Clinton long before the investigation was over...and so much more. A rigged system!",2017-09-01,2017-09-01,92.81,92.61,92.93,92.1,0.15
General John Kelly is doing a great job as Chief of Staff. I could not be happier or more impressed - and this Administration continues to get things done at a record clip. Many big decisions to be made over the coming days and weeks. AMERICA FIRST!,2017-09-01,2017-09-01,92.81,92.61,92.93,92.1,0.15
Texas is healing fast thanks to all of the great men and women who have been working so hard. But still so much to do. Will be back tomorrow!,2017-09-01,2017-09-01,92.81,92.61,92.93,92.1,0.15
"'President Donald J. Trump Proclaims September 3, 2017, as a National Day of Prayer' #HurricaneHarvey #PrayForTexas ",2017-09-01,2017-09-01,92.81,92.61,92.93,92.1,0.15
Stock Market up 5 months in a row!,2017-09-02,2017-09-04,92.64,92.66,92.7,92.44,-0.18
I will be going to Texas and Louisiana tomorrow with First Lady. Great progress being made! Spending weekend working at White House.,2017-09-02,2017-09-04,92.64,92.66,92.7,92.44,-0.18
"On behalf of @FLOTUS Melania and myself, THANK YOU for today's update and GREAT WORK! #SouthernBaptist @SendRelief, @RedCross and @SalvationArmyUS ",2017-09-02,2017-09-04,92.64,92.66,92.7,92.44,-0.18
Departing for Texas and Louisiana with @FLOTUS Melania right now @JBA_NAFW. We will see you soon. America is with you! ,2017-09-02,2017-09-04,92.64,92.66,92.7,92.44,-0.18
"TEXAS: We are with you today, we are with you tomorrow, and we will be with you EVERY SINGLE DAY AFTER, to restore, recover, and REBUILD! ",2017-09-02,2017-09-04,92.64,92.66,92.7,92.44,-0.18
"I will be meeting General Kelly, General Mattis and other military leaders at the White House to discuss North Korea. Thank you.",2017-09-03,2017-09-04,92.64,92.66,92.7,92.44,-0.18
"The United States is considering, in addition to other options, stopping all trade with any country doing business with North Korea.",2017-09-03,2017-09-04,92.64,92.66,92.7,92.44,-0.18
"North Korea has conducted a major Nuclear Test. Their words and actions continue to be very hostile and dangerous to the United States North Korea is a rogue nation which has become a great threat and embarrassment to China, which is trying to help but with little success.",2017-09-03,2017-09-04,92.64,92.66,92.7,92.44,-0.18
"South Korea is finding, as I have told them, that their talk of appeasement with North Korea will not work, they only understand one thing!",2017-09-03,2017-09-04,92.64,92.66,92.7,92.44,-0.18
"Remember, Sunday is National Prayer Day (by Presidential Proclamation)!",2017-09-03,2017-09-04,92.64,92.66,92.7,92.44,-0.18
"Together, we will prevail in the GREAT state of Texas. We love you!GOD BLESS TEXAS and GOD BLESS THE USA ",2017-09-03,2017-09-04,92.64,92.66,92.7,92.44,-0.18
"Just got back to the White House from the Great States of Texas and Louisiana, where things are going well. Such cooperation and coordination!",2017-09-03,2017-09-04,92.64,92.66,92.7,92.44,-0.18
"The Manufacturing Index rose to 59%, the highest level since early 2011 - and we can do much better!",2017-09-03,2017-09-04,92.64,92.66,92.7,92.44,-0.18
"So much SPIRIT in LA! Thank you to all of our HEREOS who saved many lives. An honor to spend time w/ @NationalGuard, #LEOs and the #CajunNavy! ",2017-09-03,2017-09-04,92.64,92.66,92.7,92.44,-0.18
"We are building our future with American hands, American labor, American iron, aluminum and steel. Happy #LaborDay! ",2017-09-04,2017-09-04,92.64,92.66,92.7,92.44,-0.18
I am allowing Japan and South Korea to buy a substantially increased amount of highly sophisticated military equipment from the United States.,2017-09-05,2017-09-05,92.25,92.6,92.73,92.18,-0.42
"RT @The_Trump_Train: @realDonaldTrump Make no mistake, we are going to put the interest of AMERICAN CITIZENS FIRST!",2017-09-05,2017-09-05,92.25,92.6,92.73,92.18,-0.42
I look forward to working w/ D's + R's in Congress to address immigration reform in a way that puts hardworking citizens of our country 1st.,2017-09-05,2017-09-05,92.25,92.6,92.73,92.18,-0.42
"Watching Hurricane closely. My team, which has done, and is doing, such a good job in Texas, is already in Florida. No rest for the weary!",2017-09-06,2017-09-06,92.29,92.24,92.38,91.99,0.04
"Congress now has 6 months to legalize DACA (something the Obama Administration was unable to do). If they can't, I will revisit this issue!",2017-09-06,2017-09-06,92.29,92.24,92.38,91.99,0.04
Will be going to North Dakota today to discuss tax reform and tax cuts. We are the highest taxed nation in the world - that will change.,2017-09-06,2017-09-06,92.29,92.24,92.38,91.99,0.04
"If we want to renew our PROSPERITY, restore OPPORTUNITY, and re-establish our economic DOMINANCE, then we need tax reform that is pro-growth.. ",2017-09-07,2017-09-07,91.66,92.2,92.25,91.41,-0.68
"We want our companies to hire and grow in AMERICA, to raise wages for AMERICAN workers, and to help rebuild our AMERICAN cities and towns! #USA ",2017-09-07,2017-09-07,91.66,92.2,92.25,91.41,-0.68
"Hurricane Irma is raging but we have great teams of talented and brave people already in place and ready to help. Be careful, be safe! #FEMA",2017-09-07,2017-09-07,91.66,92.2,92.25,91.41,-0.68
"RT @GOP: .@POTUS: I want to work with Congress, Republicans, and Democrats on a plan that is pro-growth, pro-jobs, pro-worker",2017-09-07,2017-09-07,91.66,92.2,92.25,91.41,-0.68
"For all of those (DACA) that are concerned about your status during the 6 month period, you have nothing to worry about - No action!",2017-09-07,2017-09-07,91.66,92.2,92.25,91.41,-0.68
"Welcome to the @WhiteHouse, Amir Sabah al-Ahmed al-Jaber al-Sabah of Kuwait! Joint press conference coming up soon: ",2017-09-07,2017-09-07,91.66,92.2,92.25,91.41,-0.68
"Together, we will show the world that the forces of destruction and extremism are NO MATCH for the BLESSINGS of PROSPERITY and PEACE! ",2017-09-07,2017-09-07,91.66,92.2,92.25,91.41,-0.68
"During my trip to Saudi Arabia, I spoke to the leaders of more than 50 Arab and Muslim nations about the need to confront our shared enemies.. ",2017-09-07,2017-09-07,91.66,92.2,92.25,91.41,-0.68
Republicans must start the Tax Reform/Tax Cut legislation ASAP. Don't wait until the end of September. Needed now more than ever. Hurry!,2017-09-08,2017-09-08,91.35,91.49,91.51,91.01,-0.34
"Republicans, sorry, but I've been hearing about Repeal and Replace for 7 years, didn't happen! Even worse, the Senate Filibuster Rule will never allow the Republicans to pass even great legislation. 8 Dems control - will rarely get 60 (vs. 51) votes. It is a Repub Death Wish!",2017-09-08,2017-09-08,91.35,91.49,91.51,91.01,-0.34
I encourage EVERYONE in the path of #HurricaneIrma to heed the advice and orders of local and state officials! ,2017-09-08,2017-09-08,91.35,91.49,91.51,91.01,-0.34
"Hurricane Irma is of epic proportion, perhaps bigger than we have ever seen. Be safe and get out of its way,if possible. Federal G is ready!",2017-09-08,2017-09-08,91.35,91.49,91.51,91.01,-0.34
"We will confront ANY challenge, no matter how strong the winds or high the water. I'm proud to stand with Presidents for #OneAmericaAppeal.",2017-09-08,2017-09-08,91.35,91.49,91.51,91.01,-0.34
"Our incredible U.S. Coast Guard saved more than 15,000 lives last week with Harvey. Irma could be even tougher. We love our Coast Guard!",2017-09-08,2017-09-08,91.35,91.49,91.51,91.01,-0.34
Churches in Texas should be entitled to reimbursement from FEMA Relief Funds for helping victims of Hurricane Harvey (just like others).,2017-09-09,2017-09-11,91.9,91.44,91.98,91.42,0.6
"The U.S. Coast Guard, FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!",2017-09-10,2017-09-11,91.9,91.44,91.98,91.42,0.6
Fascinating to watch people writing books and major articles about me and yet they know nothing about me and have zero access. #FAKE NEWS!,2017-09-12,2017-09-12,91.88,91.86,92.08,91.77,-0.02
"The devastation left by Hurricane Irma was far greater, at least in certain locations,than anyone thought - but amazing people working hard!",2017-09-12,2017-09-12,91.88,91.86,92.08,91.77,-0.02
"Congratulations to Eric and Lara on the birth of their son, Eric ""Luke"" Trump this morning! ",2017-09-12,2017-09-12,91.88,91.86,92.08,91.77,-0.02
It was a great honor to welcome Prime Minister Najib Abdul Razak of Malaysia and his distinguished delegation to the @WhiteHouse today! ,2017-09-12,2017-09-12,91.88,91.86,92.08,91.77,-0.02
The approval process for the biggest Tax Cut and Tax Reform package in the history of our country will soon begin. Move fast Congress!,2017-09-13,2017-09-13,92.52,91.88,92.53,91.71,0.7
"I will be traveling to Florida tomorrow to meet with our great Coast Guard, FEMA and many of the brave first responders and others.",2017-09-13,2017-09-13,92.52,91.88,92.53,91.71,0.7
"With Irma and Harvey devastation, Tax Cuts and Tax Reform is needed more than ever before. Go Congress, go!",2017-09-13,2017-09-13,92.52,91.88,92.53,91.71,0.7
Just left Florida for D.C. The people and spirit in THAT GREAT STATE is unbelievable. Damage horrific but will be better than ever!,2017-09-14,2017-09-14,92.12,92.35,92.66,91.97,-0.43
