"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 03, 2015","95.47","95.94","96.51","95.21","0","-0.38"
"Jun 02, 2015","95.83","97.43","97.53","95.67","0","-1.60"
"Jun 01, 2015","97.39","96.90","97.68","96.93","0","0.50"
"May 29, 2015","96.91","96.89","97.19","96.75","0","-0.06"
"May 28, 2015","96.97","97.26","97.63","96.86","0","-0.41"
"May 27, 2015","97.37","97.22","97.78","96.89","0","0.07"
"May 26, 2015","97.30","96.39","97.36","96.45","0","1.34"
"May 25, 2015","96.01","96.23","96.47","96.17","0","-0.10"
"May 22, 2015","96.11","95.40","96.27","94.82","0","0.90"
"May 21, 2015","95.25","95.59","95.65","94.97","0","-0.21"
"May 20, 2015","95.45","95.31","95.84","95.26","0","0.19"
"May 19, 2015","95.27","94.12","95.47","94.09","0","1.11"
"May 18, 2015","94.22","93.23","94.27","93.27","0","1.16"
"May 15, 2015","93.14","93.41","94.03","93.14","0","-0.34"
"May 14, 2015","93.46","93.64","93.76","93.13","0","-0.17"
"May 13, 2015","93.62","94.55","94.59","93.46","0","-0.96"
"May 12, 2015","94.53","95.06","95.16","94.24","0","-0.51"
"May 11, 2015","95.01","94.79","95.26","94.80","0","0.23"
"May 08, 2015","94.79","94.64","95.06","94.32","0","0.16"
"May 07, 2015","94.64","94.11","94.83","93.89","0","0.58"
"May 06, 2015","94.09","95.18","95.22","93.88","0","-1.04"
"May 05, 2015","95.08","95.44","95.95","94.88","0","-0.42"
"May 04, 2015","95.48","95.25","95.64","95.04","0","0.19"
"May 01, 2015","95.30","94.83","95.40","94.50","0","0.74"
"Apr 30, 2015","94.60","95.20","95.45","94.40","0","-0.64"
"Apr 29, 2015","95.21","96.12","96.18","94.68","0","-0.92"
"Apr 28, 2015","96.09","96.79","96.93","96.01","0","-0.70"
"Apr 27, 2015","96.77","96.95","97.28","96.47","0","-0.15"
"Apr 24, 2015","96.92","97.33","97.56","96.75","0","-0.37"
"Apr 23, 2015","97.28","98.05","98.42","97.14","0","-0.66"
"Apr 22, 2015","97.93","97.95","98.12","97.43","0","-0.07"
"Apr 21, 2015","98.00","97.95","98.45","97.64","0","0.06"
"Apr 20, 2015","97.94","97.34","98.07","97.33","0","0.43"
"Apr 17, 2015","97.52","97.65","97.82","97.00","0","0.10"
"Apr 16, 2015","97.42","98.39","98.72","97.28","0","-0.92"
"Apr 15, 2015","98.32","98.79","99.36","98.22","0","-0.42"
"Apr 14, 2015","98.73","99.46","99.70","98.37","0","-0.76"
"Apr 13, 2015","99.49","99.47","99.99","99.23","0","0.15"
"Apr 10, 2015","99.34","98.97","99.69","98.84","0","0.18"
"Apr 09, 2015","99.16","98.04","99.18","98.04","0","1.25"
"Apr 08, 2015","97.94","97.86","98.20","97.25","0","0.11"
"Apr 07, 2015","97.83","97.05","98.02","96.93","0","1.08"
"Apr 06, 2015","96.78","96.59","97.24","96.33","0","0.24"
"Apr 03, 2015","96.55","97.56","97.61","96.39","0","-0.91"
"Apr 02, 2015","97.44","98.18","98.28","97.33","0","-0.76"
"Apr 01, 2015","98.19","98.42","98.64","97.98","0","-0.17"
"Mar 31, 2015","98.36","97.92","98.67","97.83","0","0.40"
"Mar 30, 2015","97.97","97.37","98.07","97.42","0","0.70"
"Mar 27, 2015","97.29","97.38","97.92","96.99","0","-0.15"
"Mar 26, 2015","97.44","96.90","97.55","96.17","0","0.47"
"Mar 25, 2015","96.98","97.22","97.30","96.54","0","-0.22"
"Mar 24, 2015","97.19","96.92","97.38","96.39","0","0.16"
"Mar 23, 2015","97.03","97.65","98.24","96.83","0","-0.90"
"Mar 20, 2015","97.91","99.07","99.12","97.45","0","-1.36"
"Mar 19, 2015","99.26","97.81","99.46","97.21","0","0.72"
"Mar 18, 2015","98.55","99.63","99.80","96.63","0","-1.03"
"Mar 17, 2015","99.58","99.68","99.83","99.23","0","-0.02"
"Mar 16, 2015","99.60","100.32","100.27","99.32","0","-0.73"
"Mar 13, 2015","100.33","99.21","100.39","99.20","0","0.90"
"Mar 12, 2015","99.44","99.68","100.06","98.65","0","-0.36"
"Mar 11, 2015","99.80","98.64","99.98","98.49","0","1.20"
"Mar 10, 2015","98.62","97.73","98.81","97.78","0","1.06"
"Mar 09, 2015","97.59","97.80","97.78","97.29","0","-0.02"
"Mar 06, 2015","97.61","96.35","97.73","96.30","0","1.28"
"Mar 05, 2015","96.38","95.95","96.59","95.84","0","0.43"
"Mar 04, 2015","95.97","95.39","96.06","95.32","0","0.62"
"Mar 03, 2015","95.38","95.50","95.57","95.10","0","-0.08"
"Mar 02, 2015","95.46","95.38","95.51","95.06","0","0.15"
"Feb 27, 2015","95.32","95.19","95.36","94.91","0","0.03"
"Feb 26, 2015","95.29","94.19","95.36","94.06","0","1.15"
"Feb 25, 2015","94.21","94.41","94.48","94.13","0","-0.30"
"Feb 24, 2015","94.49","94.58","94.98","94.43","0","-0.08"
"Feb 23, 2015","94.57","94.22","94.92","94.28","0","0.24"
"Feb 20, 2015","94.34","94.41","94.79","94.05","0","-0.06"
"Feb 19, 2015","94.40","94.11","94.45","93.83","0","0.21"
"Feb 18, 2015","94.20","94.16","94.53","93.98","0","0.15"
"Feb 17, 2015","94.06","94.42","94.51","93.80","0","-0.15"
"Feb 16, 2015","94.20","94.10","94.54","93.90","0","0.00"
"Feb 13, 2015","94.20","94.20","94.31","93.90","0","0.12"
"Feb 12, 2015","94.09","94.88","94.97","93.98","0","-0.94"
"Feb 11, 2015","94.98","94.69","95.11","94.64","0","0.23"
"Feb 10, 2015","94.76","94.54","94.88","94.40","0","0.33"
"Feb 09, 2015","94.45","94.81","94.88","94.36","0","-1.46"
"Feb 06, 2015","95.85","93.60","95.85","93.52","0","2.44"
"Feb 05, 2015","93.57","94.40","94.55","93.42","0","-0.45"
"Feb 04, 2015","93.99","93.71","94.59","93.61","0","0.42"
"Feb 03, 2015","93.60","94.57","94.70","93.25","0","-0.95"
"Feb 02, 2015","94.50","94.58","94.88","94.37","0","-0.32"
"Jan 30, 2015","94.80","94.67","94.92","94.43","0","0.02"
"Jan 29, 2015","94.78","94.58","95.01","94.33","0","0.33"
"Jan 28, 2015","94.47","94.19","94.69","93.97","0","0.48"
"Jan 27, 2015","94.02","94.91","95.01","93.70","0","-0.82"
"Jan 26, 2015","94.80","95.23","95.33","94.59","0","0.04"
"Jan 23, 2015","94.76","94.21","95.48","94.11","0","0.72"
"Jan 22, 2015","94.08","92.89","94.50","92.48","0","1.27"
"Jan 21, 2015","92.90","93.07","93.09","92.15","0","-0.16"
"Jan 20, 2015","93.05","92.66","93.10","92.55","0","0.57"
"Jan 19, 2015","92.52","92.71","92.72","92.33","0","0.00"
"Jan 16, 2015","92.52","92.10","93.26","92.08","0","0.18"
"Jan 15, 2015","92.35","92.16","92.75","91.51","0","0.21"
"Jan 14, 2015","92.16","92.23","92.42","91.61","0","-0.16"
"Jan 13, 2015","92.31","92.03","92.43","91.81","0","0.36"
"Jan 12, 2015","91.98","91.88","92.34","91.72","0","0.04"
"Jan 09, 2015","91.94","92.31","92.50","91.89","0","-0.47"
"Jan 08, 2015","92.37","91.94","92.53","91.94","0","0.52"
"Jan 07, 2015","91.89","91.75","92.27","91.65","0","0.43"
"Jan 06, 2015","91.50","91.38","91.81","91.12","0","0.13"
"Jan 05, 2015","91.38","91.13","91.78","91.23","0","0.33"
"Jan 02, 2015","91.08","90.36","91.16","90.33","0","0.90"
"Jan 01, 2015","90.27","90.28","90.38","90.24","0","0.00"
